time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-06-02T10:16:04.742Z,51.1225,-178.4866,12.9,3.5,ml,,,,0.35,ak,ak0227179va4,2022-06-02T17:17:40.276Z,"153 km WSW of Adak, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2022-06-02T10:01:04.600Z,33.0806667,-115.5993333,10.69,2,ml,48,52,0.04343,0.22,ci,ci40032311,2022-06-02T18:06:15.650Z,"5km NNE of Westmorland, CA",earthquake,0.19,0.37,0.166,61,reviewed,ci,ci
2022-06-02T09:52:40.820Z,17.90233333,-66.88583333,17.57,2.42,md,14,235,,0.18,pr,pr71351963,2022-06-02T10:15:00.550Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.69,0.64,0.012271701,4,reviewed,pr,pr
2022-06-02T09:52:19.710Z,18.04616667,-66.83633333,22.04,1.95,md,7,127,,0.2,pr,pr71351958,2022-06-02T11:40:18.330Z,"1 km NE of Yauco, Puerto Rico",earthquake,0.81,1.29,0.078151412,5,reviewed,pr,pr
2022-06-02T09:52:09.200Z,34.024,-118.5785,9.56,1.09,ml,18,113,0.05112,0.16,ci,ci40032303,2022-06-02T17:53:47.069Z,"6km ESE of Las Flores, CA",earthquake,0.31,0.52,0.131,6,reviewed,ci,ci
2022-06-02T09:48:22.060Z,33.0806667,-115.6031667,10.47,1.92,ml,47,49,0.04473,0.24,ci,ci40032295,2022-06-02T17:45:58.650Z,"5km NNE of Westmorland, CA",earthquake,0.21,0.42,0.157,53,reviewed,ci,ci
2022-06-02T09:47:22.020Z,33.0823333,-115.5928333,11.15,1.22,ml,32,58,0.04012,0.19,ci,ci40032287,2022-06-02T17:34:55.697Z,"6km NNE of Westmorland, CA",earthquake,0.27,0.38,0.213,13,reviewed,ci,ci
2022-06-02T09:29:57.149Z,60.2061,-152.4413,99.6,1.2,ml,,,,0.3,ak,ak022716rc6a,2022-06-02T09:32:40.600Z,"46 km WNW of Ninilchik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-06-02T09:19:58.466Z,40.1582,-119.6496,7.8,1.7,ml,14,185.27,0.064,0.2079,nn,nn00840145,2022-06-03T02:39:01.201Z,"23 km N of Sutcliffe, Nevada",earthquake,,1.6,0.37,10,reviewed,nn,nn
2022-06-02T09:15:00.294Z,-55.3429,-32.4817,10,5,mb,,64,2.549,0.73,us,us7000hean,2022-06-02T16:23:36.012Z,South Georgia Island region,earthquake,9.6,1.9,0.086,43,reviewed,us,us
2022-06-02T09:12:20.080Z,19.2468338,-155.4078369,33.11999893,2.1099999,md,44,145,,0.100000001,hv,hv73031112,2022-06-02T09:15:30.440Z,"8 km ENE of P?hala, Hawaii",earthquake,0.5,0.74000001,0.330000013,21,automatic,hv,hv
2022-06-02T08:29:11.057Z,61.3985,-147.4957,19.8,1.9,ml,,,,0.74,ak,ak0227165t0n,2022-06-02T08:31:56.292Z,"46 km S of Glacier View, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-06-02T08:22:33.020Z,18.341,-68.7323,119,3.77,md,17,194,1.0526,0.02,pr,pr2022153000,2022-06-02T11:07:19.040Z,"11 km SSW of San Rafael del Yuma, Dominican Republic",earthquake,1.53,0.79,0.07,5,reviewed,pr,pr
2022-06-02T08:02:59.979Z,34.9405,-95.88133333,4.13,1.43,ml,56,150,0.386924072,0.4,ok,ok2022ksik,2022-06-03T13:34:27.715Z,"7 km E of Arpelar, Oklahoma",earthquake,,1.4,0.2,14,reviewed,ok,ok
2022-06-02T08:01:31.280Z,34.9155,-95.88566667,4.03,1.6,ml,65,95,0.407620011,0.34,ok,ok2022ksij,2022-06-03T13:45:23.137Z,"7 km ESE of Arpelar, Oklahoma",earthquake,,1.2,0.21,19,reviewed,ok,ok
2022-06-02T07:43:42.519Z,60.922,-150.5186,50.9,1.3,ml,,,,0.56,ak,ak022715nfuz,2022-06-02T07:45:46.405Z,"9 km E of Point Possession, Alaska",earthquake,,1,,,automatic,ak,ak
2022-06-02T07:42:32.220Z,17.93266667,-66.91116667,14.61,2.26,md,5,252,,0.09,pr,pr71351943,2022-06-02T08:39:21.040Z,"4 km S of Guánica, Puerto Rico",earthquake,0.81,0.93,0.141146105,5,reviewed,pr,pr
2022-06-02T07:32:42.116Z,61.2868,-146.7959,6.9,1.8,ml,,,,0.9,ak,ak022715l2wg,2022-06-02T07:34:51.760Z,"29 km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-06-02T07:25:43.136Z,31.72538435,-104.5499443,7.494091797,2.5,ml,11,94,0.040982727,0.3,tx,tx2022kshe,2022-06-03T05:57:04.090Z,"52 km SSW of Whites City, New Mexico",earthquake,1.981608279,1.184097234,0.2,6,reviewed,tx,tx
2022-06-02T07:17:32.560Z,32.9986667,-117.8638333,19.9,1.64,ml,28,161,0.4536,0.23,ci,ci40032223,2022-06-02T16:21:55.798Z,"49km ENE of San Clemente Is. (SE tip), CA",earthquake,0.51,1.45,0.116,23,reviewed,ci,ci
2022-06-02T07:16:34.470Z,18.01616667,-66.797,18.94,2.04,md,12,152,,0.24,pr,pr71351933,2022-06-02T07:30:52.260Z,"0 km WSW of Guayanilla, Puerto Rico",earthquake,0.67,0.94,0.099115991,11,reviewed,pr,pr
2022-06-02T07:11:54.077Z,-4.5875,102.6602,60.52,4.5,mb,,159,0.371,0.41,us,us7000he9z,2022-06-02T07:41:38.040Z,"90 km SW of Pagar Alam, Indonesia",earthquake,8.4,4.6,0.128,19,reviewed,us,us
2022-06-02T07:08:50.180Z,17.95766667,-66.8275,10.71,2.6,md,21,171,,0.16,pr,pr71351918,2022-06-02T07:33:13.070Z,"4 km SSW of Indios, Puerto Rico",earthquake,0.37,0.44,0.151597967,11,reviewed,pr,pr
2022-06-02T07:03:46.250Z,19.17233276,-155.4801636,33.86999893,1.86000001,md,38,147,,0.140000001,hv,hv73031077,2022-06-02T07:07:05.650Z,"3 km S of P?hala, Hawaii",earthquake,0.65,0.939999998,0.050000001,9,automatic,hv,hv
2022-06-02T07:03:09.987Z,51.2048,178.7851,36.53,4.1,mb,,187,0.763,0.63,us,us7000he9q,2022-06-02T17:12:58.368Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.6,12.2,0.058,82,reviewed,us,us
2022-06-02T07:02:43.150Z,54.60783333,-163.3115,12.56,1.28,ml,6,205,,0.11,av,av91061193,2022-06-03T06:56:37.910Z,"28 km SSE of False Pass, Alaska",earthquake,1.05,0.62,0.303741482,6,reviewed,av,av
2022-06-02T06:30:37.862Z,51.2769,178.8063,10,4.7,mb,,134,0.695,0.8,us,us7000he9g,2022-06-02T17:05:11.302Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,8,1.9,0.035,252,reviewed,us,us
2022-06-02T06:24:16.296Z,-26.6939,-178.3079,282.83,4.2,mb,,221,12.185,0.36,us,us7000he9j,2022-06-02T08:11:30.040Z,south of the Fiji Islands,earthquake,8.6,12,0.132,17,reviewed,us,us
2022-06-02T06:12:18.252Z,61.1787,-146.9278,10.6,1.5,ml,,,,0.19,ak,ak022714vb6p,2022-06-02T06:15:32.114Z,"31 km W of Valdez, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-06-02T06:03:17.786Z,23.706,122.5286,8.03,4.5,mb,,57,0.876,0.31,us,us7000he9b,2022-06-02T06:32:57.040Z,"96 km SSW of Yonakuni, Japan",earthquake,4.1,5.3,0.15,13,reviewed,us,us
2022-06-02T05:44:01.160Z,17.948,-66.9435,10.42,2.05,md,5,217,,0.07,pr,pr71351908,2022-06-02T06:31:41.110Z,"4 km SW of Guánica, Puerto Rico",earthquake,0.61,0.94,0.049492287,5,reviewed,pr,pr
2022-06-02T05:39:56.690Z,18.03833333,-67.06116667,12.21,2.24,md,6,196,,0.16,pr,pr71351903,2022-06-02T06:06:05.780Z,"1 km S of Lajas, Puerto Rico",earthquake,1,1,0.031966382,4,reviewed,pr,pr
2022-06-02T05:16:51.290Z,33.9861667,-116.9825,16.28,1.04,ml,42,48,0.07184,0.16,ci,ci40032167,2022-06-02T15:48:19.070Z,"6km N of Beaumont, CA",earthquake,0.18,0.44,0.09,24,reviewed,ci,ci
2022-06-02T05:12:19.460Z,-6.4504,-76.8448,18.17,4.5,mb,,132,4.3,0.66,us,us7000he97,2022-06-02T05:38:21.040Z,"21 km WSW of Tabalosos, Peru",earthquake,7,5.4,0.086,40,reviewed,us,us
2022-06-02T04:57:48.360Z,54.5875,-163.31,11.99,1.76,ml,8,207,,0.24,av,av91061173,2022-06-03T06:25:30.540Z,"30 km SSE of False Pass, Alaska",earthquake,1.26,0.99,0.404325563,8,reviewed,av,av
2022-06-02T04:49:47.623Z,38.1634,-117.8747,8.1,2.3,ml,20,60.82,0.071,0.1497,nn,nn00840142,2022-06-03T02:38:55.134Z,"32 km SE of Mina, Nevada",earthquake,,1.3,0.54,6,reviewed,nn,nn
2022-06-02T04:45:05.278Z,-23.6358,-68.8747,101.58,4.4,mb,,91,0.934,0.83,us,us7000he93,2022-06-03T03:21:20.040Z,"105 km SW of San Pedro de Atacama, Chile",earthquake,6.5,5.7,0.179,9,reviewed,us,us
2022-06-02T04:43:53.160Z,36.8566667,-121.334,6.82,1.08,md,22,63,0.05352,0.04,nc,nc73740036,2022-06-03T00:45:15.248Z,"6km NNE of Ridgemark, CA",earthquake,0.2,0.6,0.242,22,reviewed,nc,nc
2022-06-02T04:36:18.680Z,31.854,-115.7315,14.06,2.44,ml,11,138,0.2377,0.19,ci,ci40032143,2022-06-02T15:23:56.669Z,"67km SW of Alberto Oviedo Mota, B.C., MX",earthquake,0.73,1.31,0.172,35,reviewed,ci,ci
2022-06-02T04:12:33.470Z,37.1933333,-118.2551667,12.76,1.78,md,17,190,0.04338,0.05,nc,nc73740031,2022-06-03T02:38:47.168Z,"4km NE of Big Pine, CA",earthquake,0.54,0.52,0.179,22,reviewed,nc,nc
2022-06-02T04:10:25.110Z,45.8161667,-111.3508333,5.81,0.95,ml,6,190,0.294,0.18,mb,mb80547779,2022-06-03T20:41:22.800Z,"4 km SSW of Manhattan, Montana",earthquake,1.18,11.31,0.081,5,reviewed,mb,mb
2022-06-02T04:07:31.230Z,35.09066667,-95.51316667,6.44,1.66,ml,63,56,0.116977045,0.39,ok,ok2022ksaq,2022-06-03T13:18:17.989Z,"13 km WSW of Quinton, Oklahoma",earthquake,,1.3,0.21,13,reviewed,ok,ok
2022-06-02T04:04:57.140Z,17.95233333,-66.86,10.42,2.28,md,7,207,,0.09,pr,pr71351898,2022-06-02T04:57:53.570Z,"4 km SE of Maria Antonia, Puerto Rico",earthquake,0.71,0.53,0.121879191,5,reviewed,pr,pr
2022-06-02T03:54:38.137Z,-32.2263,-70.2841,112,4.4,mb,,89,0.581,0.5,us,us7000he8w,2022-06-03T02:44:19.040Z,"71 km NE of San Felipe, Chile",earthquake,5.6,2.6,0.179,9,reviewed,us,us
2022-06-02T03:50:56.060Z,36.8581667,-121.323,8.84,1.07,md,23,109,0.04812,0.18,nc,nc73740026,2022-06-02T23:57:14.977Z,"6km NE of Ridgemark, CA",earthquake,0.39,0.82,0.171,19,reviewed,nc,nc
2022-06-02T03:47:49.870Z,37.2026667,-118.2265,13.83,2.16,md,26,153,0.05306,0.08,nc,nc73740021,2022-06-03T02:38:46.056Z,"7km NE of Big Pine, CA",earthquake,0.45,0.25,0.227,30,reviewed,nc,nc
2022-06-02T03:47:32.020Z,32.8285,-115.9566667,4.78,1.72,ml,46,46,0.0591,0.21,ci,ci40032135,2022-06-02T15:19:01.870Z,"11km NNE of Ocotillo, CA",earthquake,0.17,0.41,0.146,43,reviewed,ci,ci
2022-06-02T03:44:58.650Z,18.05916667,-66.9175,16.57,1.73,md,11,97,,0.28,pr,pr71351893,2022-06-02T03:52:30.750Z,"2 km NNW of Lluveras, Puerto Rico",earthquake,0.75,1.17,0.123319062,9,reviewed,pr,pr
2022-06-02T03:24:02.052Z,-17.9538,-69.8565,112.35,4,mb,,177,0.503,0.73,us,us7000he8u,2022-06-03T02:38:44.040Z,"22 km SSE of Palca, Peru",earthquake,5.8,1.8,0.172,9,reviewed,us,us
2022-06-02T03:14:16.407Z,54.5885,-159.7996,6.03,3.3,ml,,227,0.271,0.74,us,us7000he8s,2022-06-02T21:39:47.040Z,"94 km SSE of Sand Point, Alaska",earthquake,5.7,10.6,0.074,24,reviewed,us,us
2022-06-02T03:07:53.135Z,31.60646165,-104.0489409,5.797363281,2.2,ml,10,77,0.071814978,0.2,tx,tx2022kryr,2022-06-02T07:06:55.034Z,"40 km NW of Toyah, Texas",earthquake,2.415642687,2.580660269,0.2,10,reviewed,tx,tx
2022-06-02T03:06:38.836Z,6.0501,127.5671,10,5.2,mb,,53,2.219,0.66,us,us7000he8r,2022-06-02T21:36:19.040Z,"157 km ESE of Pondaguitan, Philippines",earthquake,8.1,1.7,0.043,176,reviewed,us,us
2022-06-02T02:55:54.600Z,37.0341667,-121.4751667,2.81,1.1,md,30,60,0.01166,0.09,nc,nc73740016,2022-06-03T17:55:13.256Z,"9km ENE of Gilroy, CA",earthquake,0.21,0.78,0.183,26,reviewed,nc,nc
2022-06-02T02:50:31.265Z,31.60807053,-103.9838591,9.859228516,2.2,ml,8,103,0.094659339,0.2,tx,tx2022kryc,2022-06-02T23:35:09.653Z,"37 km NNW of Toyah, Texas",earthquake,1.095949975,1.947765693,0.2,6,reviewed,tx,tx
2022-06-02T02:43:54.310Z,17.90933333,-66.88333333,14.91,2.23,md,4,289,,0.13,pr,pr71351873,2022-06-02T03:12:07.350Z,"7 km SSE of Guánica, Puerto Rico",earthquake,2.29,1.31,0.011148412,2,reviewed,pr,pr
2022-06-02T02:22:48.440Z,36.285,-120.4488333,11.48,1.68,md,34,84,0.08104,0.16,nc,nc73740011,2022-06-03T00:18:16.097Z,"18km NNW of Coalinga, CA",earthquake,0.32,0.52,0.273,22,reviewed,nc,nc
2022-06-02T02:08:46.040Z,-16.9596,168.6966,231.53,4.6,mb,,84,2.078,0.5,us,us7000he8l,2022-06-02T03:48:32.040Z,"95 km NNE of Port-Vila, Vanuatu",earthquake,9.2,7.5,0.051,115,reviewed,us,us
2022-06-02T02:07:32.430Z,58.2988,-153.5042,33.4,2.6,ml,,,,0.52,ak,ak022712gj9q,2022-06-02T03:02:33.040Z,"43 km NW of Aleneva, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-06-02T01:56:30.280Z,18.97933333,-64.48383333,43.72,3.41,md,4,342,,0.17,pr,pr71351878,2022-06-02T03:18:54.060Z,"78 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,5.53,10.91,0.104481828,3,reviewed,pr,pr
2022-06-02T01:56:23.546Z,61.7526,-148.2217,15.5,1.1,ml,,,,0.26,ak,ak0227125l2q,2022-06-02T01:58:09.033Z,"13 km ESE of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-06-02T01:48:00.332Z,62.2088,-153.4449,0,2,ml,,,,0.76,ak,ak0227123tk3,2022-06-02T01:56:52.816Z,"101 km SSE of Nikolai, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-06-02T01:44:36.259Z,35.976,-97.44133333,6.46,1.03,ml,56,97,0.09718093,0.24,ok,ok2022krvx,2022-06-03T13:56:00.342Z,"10 km SSW of Mulhall, Oklahoma",earthquake,,0.6,0.26,20,reviewed,ok,ok
2022-06-02T01:44:19.966Z,58.9458,-157.6072,2.2,1.9,ml,,,,0.74,ak,ak022712307c,2022-06-02T01:48:01.318Z,"7 km NE of Portage Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-06-02T01:37:42.940Z,36.8588333,-121.3391667,6.98,1.09,md,19,89,0.05404,0.09,nc,nc73740006,2022-06-02T22:34:10.602Z,"5km ENE of Hollister, CA",earthquake,0.33,0.92,0.206,19,reviewed,nc,nc
2022-06-02T01:31:33.451Z,31.71411174,-104.5810612,6.054443359,2.3,ml,11,95,0.068833546,0.3,tx,tx2022krvm,2022-06-03T06:02:30.122Z,"54 km SSW of Whites City, New Mexico",earthquake,1.327558486,1.228135022,0.2,7,reviewed,tx,tx
2022-06-02T01:02:34.980Z,39.4285,-110.2913333,-2.74,1.32,ml,8,185,0.02652,0.12,uu,uu60500287,2022-06-02T14:16:02.140Z,"15 km SSE of Sunnyside, Utah",earthquake,0.79,1.61,0.079,2,reviewed,uu,uu
2022-06-02T00:31:15.610Z,37.4391667,-121.8413333,1.84,1.2,md,24,63,0.01143,0.08,nc,nc73739991,2022-06-02T22:52:13.589Z,"6km ENE of Milpitas, CA",earthquake,0.2,0.39,0.132,21,reviewed,nc,nc
2022-06-02T00:25:03.410Z,63.0243,-150.4578,102.9,1.2,ml,,,,0.21,ak,ak022711dgpx,2022-06-02T00:26:44.830Z,"60 km NNE of Petersville, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-06-02T00:22:13.095Z,63.0803,-152.9724,0,1.8,ml,,,,1.37,ak,ak022711cubh,2022-06-02T04:18:30.077Z,"71 km E of Nikolai, Alaska",earthquake,,0,,,reviewed,ak,ak
2022-06-02T00:00:45.117Z,61.1586,-147.0361,26.3,1,ml,,,,0.54,ak,ak02271185yt,2022-06-02T04:12:51.930Z,"37 km W of Valdez, Alaska",earthquake,,8.9,,,reviewed,ak,ak
2022-06-01T23:36:48.140Z,17.97383333,-66.82,15.18,2.16,md,6,198,,0.09,pr,pr71351863,2022-06-01T23:50:09.000Z,"2 km S of Indios, Puerto Rico",earthquake,1.11,0.59,0.202030986,4,reviewed,pr,pr
2022-06-01T23:35:50.160Z,44.4803333,-111.0603333,14.44,1.07,ml,13,144,0.1288,0.15,uu,uu60500282,2022-06-02T17:04:53.710Z,"20 km S of West Yellowstone, Montana",earthquake,0.75,1.77,0.207,3,reviewed,uu,uu
2022-06-01T23:22:42.180Z,35.5606667,-117.3506667,6.56,1.69,ml,33,110,0.03739,0.16,ci,ci40032079,2022-06-02T22:42:47.580Z,"23km S of Trona, CA",earthquake,0.18,0.39,0.111,15,reviewed,ci,ci
2022-06-01T23:03:05.783Z,31.55867512,-104.1556839,6.157275391,2.1,ml,11,80,0.089968399,0.2,tx,tx2022krqp,2022-06-03T06:18:29.356Z,"43 km NW of Toyah, Texas",earthquake,1.50761267,1.98256943,0.1,8,reviewed,tx,tx
2022-06-01T23:01:45.300Z,19.15250015,-155.4646606,29,2.00999999,md,23,169,,0.119999997,hv,hv73030802,2022-06-01T23:15:11.614Z,"5 km SSE of P?hala, Hawaii",earthquake,0.75,1.00999999,1.62,14,automatic,hv,hv
2022-06-01T22:55:44.357Z,-1.1522,127.2105,11.97,5,mb,,67,1.917,0.5,us,us7000he7m,2022-06-01T23:12:56.040Z,"212 km S of Sofifi, Indonesia",earthquake,6.5,4.6,0.064,78,reviewed,us,us
2022-06-01T22:52:04.470Z,39.5943333,-111.23,-2.77,1.32,ml,10,193,0.05004,0.13,uu,uu60500277,2022-06-02T14:11:22.510Z,Utah,earthquake,1.56,1.09,0.153,4,reviewed,uu,uu
2022-06-01T22:41:54.160Z,35.6751667,-117.4723333,10.64,0.95,ml,23,108,0.1225,0.12,ci,ci40032031,2022-06-02T22:53:35.731Z,"12km SSW of Searles Valley, CA",earthquake,0.19,0.54,0.072,12,reviewed,ci,ci
2022-06-01T21:42:48.494Z,37.4079,-116.025,9.9,1.6,ml,19,120.05,0.19,0.1922,nn,nn00840115,2022-06-02T02:38:17.913Z,"36 km SW of Rachel, Nevada",earthquake,,3,0.22,13,reviewed,nn,nn
2022-06-01T21:29:40.425Z,65.0259,-147.2093,0,1.3,ml,,,,0.58,ak,ak0226zqd5o3,2022-06-01T21:32:41.732Z,"18 km NNW of Two Rivers, Alaska",earthquake,,1,,,automatic,ak,ak
2022-06-01T21:12:12.410Z,46.9175,-120.1136667,3.69,1.03,ml,9,92,0.09221,0.2,uw,uw61837982,2022-06-02T20:33:38.340Z,"10 km WSW of Vantage, Washington",earthquake,0.53,0.72,0.211741386,10,reviewed,uw,uw
2022-06-01T21:10:46.150Z,48.3473333,-111.6656667,1.71,1.19,ml,8,112,0.8,0.21,mb,mb80547844,2022-06-03T22:30:37.500Z,"22 km SE of Shelby, Montana",earthquake,0.55,2.54,0.217,5,reviewed,mb,mb
2022-06-01T20:58:40.846Z,63.0831,-151.4263,0,2.7,ml,,,,0.93,ak,ak0226zpxxub,2022-06-01T21:02:00.250Z,"53 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-06-01T20:54:44.729Z,36.44183333,-98.779,7.63,1.02,ml,12,144,0.019796115,0.12,ok,ok2022krmj,2022-06-02T16:32:44.905Z,"18 km SSE of Waynoka, Oklahoma",earthquake,,0.5,0.12,4,reviewed,ok,ok
2022-06-01T20:53:03.690Z,38.8730011,-122.9593353,3.76,1.6,md,8,185,0.02976,0.03,nc,nc73739971,2022-06-02T00:01:11.340Z,"9km NNE of Cloverdale, CA",earthquake,0.92,0.49,0.14,7,automatic,nc,nc
2022-06-01T20:51:40.240Z,19.21999931,-155.3764954,32.63000107,2.48,ml,47,156,,0.159999996,hv,hv73030732,2022-06-01T20:57:34.842Z,"10 km E of P?hala, Hawaii",earthquake,0.55,0.910000026,3.57,22,automatic,hv,hv
2022-06-01T20:49:24.641Z,31.72300797,-104.6177849,3.586474609,2.4,ml,14,98,0.093017352,0.3,tx,tx2022krmd,2022-06-03T06:30:02.873Z,"55 km SSW of Whites City, New Mexico",earthquake,2.39607618,1.887182743,0.1,10,reviewed,tx,tx
2022-06-01T20:48:12.650Z,35.0803333,-118.2863333,1.2,1.86,ml,27,35,0.1003,0.2,ci,ci40031975,2022-06-02T13:17:01.014Z,"11km WNW of Mojave, CA",earthquake,0.28,0.73,0.2,26,reviewed,ci,ci
2022-06-01T20:45:21.680Z,17.89666667,-66.87516667,15.34,2.44,md,10,235,,0.09,pr,pr71351843,2022-06-01T20:59:56.420Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.66,0.55,0.1627906,9,reviewed,pr,pr
2022-06-01T20:42:25.920Z,38.123,-118.0977,11.7,1,ml,14,151.05,0.11,0.1289,nn,nn00840108,2022-06-02T02:38:13.027Z,"29 km S of Mina, Nevada",earthquake,,1.8,0.42,3,reviewed,nn,nn
2022-06-01T20:32:36.000Z,19.25266647,-155.3851624,31.92000008,1.90999997,md,23,138,,0.119999997,hv,hv73030717,2022-06-01T20:35:54.220Z,"11 km ENE of P?hala, Hawaii",earthquake,0.88,0.810000002,1.90999997,4,automatic,hv,hv
2022-06-01T20:10:14.840Z,34.1776667,-117.5183333,3.22,1.53,ml,43,42,0.05746,0.16,ci,ci40031927,2022-06-02T23:47:23.390Z,"8km NE of Rancho Cucamonga, CA",earthquake,0.2,0.35,0.142,24,reviewed,ci,ci
2022-06-01T20:00:24.200Z,32.9068333,-116.9451667,-0.17,1.35,ml,37,100,0.07105,0.3,ci,ci40031903,2022-06-03T22:30:24.290Z,"6km NNW of Lakeside, CA",quarry blast,0.61,31.61,0.161,22,reviewed,ci,ci
2022-06-01T19:44:13.300Z,53.86166667,-166.8765,4.78,1.09,ml,5,173,,0.07,av,av91582276,2022-06-02T22:10:34.100Z,"22 km W of Dutch Harbor, Alaska",earthquake,0.35,0.99,0.221961204,5,reviewed,av,av
2022-06-01T19:42:55.899Z,35.9151,140.1639,69.98,4.5,mb,,123,1.704,0.72,us,us7000he6c,2022-06-03T07:24:22.865Z,"2 km NW of Ryūgasaki, Japan",earthquake,6.6,7,0.054,100,reviewed,us,us
2022-06-01T19:27:00.926Z,59.2113,-153.8061,121.3,1.6,ml,,,,0.56,ak,ak0226zp5rya,2022-06-01T19:30:41.293Z,"54 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-06-01T19:21:26.970Z,33.8456667,-117.488,-0.49,1.61,ml,62,32,0.04554,0.2,ci,ci40031871,2022-06-02T23:38:25.024Z,"5km SE of Home Gardens, CA",quarry blast,0.26,31.61,0.15,21,reviewed,ci,ci
2022-06-01T19:15:09.753Z,63.1318,-150.8847,24.6,1.7,ml,,,,1.18,ak,ak0226zp381r,2022-06-01T19:18:37.864Z,"61 km SE of Denali National Park, Alaska",earthquake,,1.4,,,automatic,ak,ak
2022-06-01T19:14:56.942Z,57.5025,-156.4328,14.2,1.3,ml,,,,0.94,ak,ak0226zp33z2,2022-06-01T19:19:57.002Z,"57 km E of Ugashik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-06-01T19:03:33.560Z,46.0005,-112.4745,-2,1.7,ml,20,104,0.057,0.14,mb,mb80547679,2022-06-02T22:35:24.450Z,"4 km E of Butte, Montana",quarry blast,0.37,31.61,0.14,10,reviewed,mb,mb
2022-06-01T18:42:56.030Z,33.2456667,-116.0165,3.79,1.47,ml,44,85,0.04288,0.19,ci,ci40031847,2022-06-02T23:30:10.510Z,"8km SW of Salton City, CA",earthquake,0.21,0.32,0.129,25,reviewed,ci,ci
2022-06-01T18:34:31.257Z,60.3148,-141.1561,19.8,1.4,ml,,,,0.56,ak,ak0226zolwph,2022-06-01T18:36:26.798Z,"117 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-06-01T18:30:07.832Z,38.1445,-117.9912,7.6,1.1,ml,14,137.45,0.026,0.1201,nn,nn00840085,2022-06-02T02:38:04.197Z,"29 km SSE of Mina, Nevada",earthquake,,1.1,0.15,5,reviewed,nn,nn
2022-06-01T18:16:36.668Z,31.71220509,-104.5896572,5.437451172,3.1,ml,23,92,0.075996181,0.2,tx,tx2022krhd,2022-06-02T03:07:07.318Z,western Texas,earthquake,1.817184565,1.730089619,0.1,12,reviewed,tx,tx
2022-06-01T18:12:02.463Z,63.1165,-150.9195,123.5,2.2,ml,,,,0.5,ak,ak0226zoh4ns,2022-06-01T18:15:08.015Z,"62 km SE of Denali National Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-06-01T18:10:12.940Z,19.25349998,-155.3984985,31.28000069,2.2,ml,46,139,,0.109999999,hv,hv73030592,2022-06-01T18:15:44.190Z,"10 km ENE of P?hala, Hawaii",earthquake,0.45,0.620000005,3.1,8,automatic,hv,hv
2022-06-01T18:02:24.050Z,19.15200043,-155.5010071,32.86000061,2.29,ml,40,132,,0.180000007,hv,hv73030587,2022-06-01T19:08:34.040Z,"6 km SSW of P?hala, Hawaii",earthquake,0.67,0.810000002,4.09,5,automatic,hv,hv
2022-06-01T18:00:54.430Z,19.15083313,-155.5043335,32.95000076,1.75,ml,34,132,,0.140000001,hv,hv73030582,2022-06-01T18:06:24.910Z,"6 km SSW of P?hala, Hawaii",earthquake,0.64,0.850000024,5.24,3,automatic,hv,hv
2022-06-01T18:00:20.970Z,48.6025,-123.5838333,-0.22,1.15,ml,11,98,0.0994,0.83,uw,uw61837912,2022-06-01T18:46:32.680Z,"14 km WSW of North Saanich, Canada",explosion,3.32,31.61,0.014120341,5,reviewed,uw,uw
2022-06-01T18:00:04.230Z,35.6021667,-117.4111667,5.93,1.26,ml,25,79,0.04443,0.13,ci,ci40031815,2022-06-02T23:20:03.600Z,"18km S of Trona, CA",earthquake,0.22,0.42,0.21,14,reviewed,ci,ci
2022-06-01T17:59:18.310Z,37.3763333,-118.6883333,11.85,1.4,md,15,99,0.1023,0.05,nc,nc73739951,2022-06-01T21:57:11.633Z,"9km WSW of Round Valley, CA",earthquake,0.57,1.61,0.072,10,reviewed,nc,nc
2022-06-01T17:56:55.066Z,62.3153,-151.3753,16.3,1.8,ml,,,,0.84,ak,ak0226zo58nl,2022-06-01T18:00:35.488Z,"36 km N of Skwentna, Alaska",earthquake,,0.2,,,automatic,ak,ak
